,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,trialScore,cumulativeScore,cumulativeBonus,eventType,practice
14,5ef96586ce2f7f58fcd0ac3f,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402758210.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,C,L,11.0,0,3,56,390,0.0,endTrial,False
0,5efa2dc9ce2f7f58fcd0b00c,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593454025420.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,vertical,horizontal,,0,practice,50,0,0.0,endTrial,True
1,5efa2e1bce2f7f58fcd0b01e,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593454107571.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,vertical,horizontal,,0,practice,75,0,0.0,endTrial,True
2,5efa2e50ce2f7f58fcd0b02d,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593454160882.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,vertical,horizontal,,0,practice,100,0,0.0,endTrial,True
3,5efa2f56ce2f7f58fcd0b065,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593454422836.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,L,C,0.0,0,0,75,75,0.05,endTrial,False
4,5efa3095ce2f7f58fcd0b0c6,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593454741244.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,L,Pi,1.0,0,0,50,125,0.05,endTrial,False
5,5efa3164ce2f7f58fcd0b0f4,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593454948961.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,C,Pi,2.0,0,0,81,206,0.15,endTrial,False
6,5efa3203ce2f7f58fcd0b11d,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593455107696.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,Pi,C,3.0,0,1,100,306,0.35,endTrial,False
7,5efa32d6ce2f7f58fcd0b15a,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593455318676.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,Pi,L,4.0,0,1,100,406,0.55,endTrial,False
8,5efa3376ce2f7f58fcd0b196,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593455478623.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,C,L,5.0,0,1,100,506,0.75,endTrial,False
9,5efa33fbce2f7f58fcd0b1ce,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593455611958.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,C,Pi,6.0,0,2,100,606,0.95,endTrial,False
10,5efa3483ce2f7f58fcd0b1f8,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593455747351.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,L,Pi,7.0,0,2,100,706,1.14,endTrial,False
11,5efa34f3ce2f7f58fcd0b214,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593455859355.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,L,C,8.0,0,2,100,806,1.35,endTrial,False
12,5efa352ece2f7f58fcd0b226,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593455918746.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,Pi,L,9.0,0,3,100,906,1.54,endTrial,False
13,5efa3591ce2f7f58fcd0b238,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593456017614.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,C,L,10.0,0,3,100,1006,1.74,endTrial,False
14,5efa35ebce2f7f58fcd0b259,pilot2,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,1593456107761.0,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,Pi,C,11.0,0,3,100,1106,1.94,endTrial,False
0,5ef9666cce2f7f58fcd0ac52,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593402988825.0,3OXV7EAXLIQ326DATQML53K7JEL63F,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
1,5ef96685ce2f7f58fcd0ac58,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403013321.0,3OXV7EAXLIQ326DATQML53K7JEL63F,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
2,5ef966a4ce2f7f58fcd0ac5f,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403044269.0,3OXV7EAXLIQ326DATQML53K7JEL63F,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
3,5ef966c6ce2f7f58fcd0ac65,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403078125.0,3OXV7EAXLIQ326DATQML53K7JEL63F,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
4,5ef966e8ce2f7f58fcd0ac6d,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403112739.0,3OXV7EAXLIQ326DATQML53K7JEL63F,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
5,5ef96705ce2f7f58fcd0ac73,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403141324.0,3OXV7EAXLIQ326DATQML53K7JEL63F,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
6,5ef9673fce2f7f58fcd0ac7c,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403199121.0,3OXV7EAXLIQ326DATQML53K7JEL63F,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True
7,5ef967d4ce2f7f58fcd0ac96,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403348349.0,3OXV7EAXLIQ326DATQML53K7JEL63F,C,Pi,0.0,0,0,31,31,0.0,endTrial,False
8,5ef9681bce2f7f58fcd0acaa,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403419792.0,3OXV7EAXLIQ326DATQML53K7JEL63F,L,Pi,1.0,0,0,37,68,0.0,endTrial,False
9,5ef96854ce2f7f58fcd0acb6,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403476180.0,3OXV7EAXLIQ326DATQML53K7JEL63F,L,C,2.0,0,0,43,111,0.0,endTrial,False
10,5ef96883ce2f7f58fcd0acc2,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403523551.0,3OXV7EAXLIQ326DATQML53K7JEL63F,Pi,L,3.0,0,1,18,129,0.0,endTrial,False
11,5ef968b6ce2f7f58fcd0acd7,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403574553.0,3OXV7EAXLIQ326DATQML53K7JEL63F,C,L,4.0,0,1,43,172,0.0,endTrial,False
12,5ef968ebce2f7f58fcd0ace9,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403627598.0,3OXV7EAXLIQ326DATQML53K7JEL63F,Pi,C,5.0,0,1,31,203,0.0,endTrial,False
13,5ef96912ce2f7f58fcd0acfa,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403666867.0,3OXV7EAXLIQ326DATQML53K7JEL63F,L,Pi,6.0,0,2,12,215,0.0,endTrial,False
14,5ef96937ce2f7f58fcd0ad0d,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403703134.0,3OXV7EAXLIQ326DATQML53K7JEL63F,L,C,7.0,0,2,43,258,0.0,endTrial,False
15,5ef9695ace2f7f58fcd0ad21,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403738215.0,3OXV7EAXLIQ326DATQML53K7JEL63F,C,Pi,8.0,0,2,25,283,0.0,endTrial,False
16,5ef96977ce2f7f58fcd0ad34,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403767329.0,3OXV7EAXLIQ326DATQML53K7JEL63F,Pi,C,9.0,0,3,37,320,0.0,endTrial,False
17,5ef9699cce2f7f58fcd0ad47,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403804883.0,3OXV7EAXLIQ326DATQML53K7JEL63F,Pi,L,10.0,0,3,31,351,0.0,endTrial,False
18,5ef969b9ce2f7f58fcd0ad56,pilot2,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,1593403833122.0,3OXV7EAXLIQ326DATQML53K7JEL63F,C,L,11.0,0,3,31,382,0.0,endTrial,False
0,5ef9136fce2f7f58fcd0aa6c,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593381743171.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True
1,5ef914e1ce2f7f58fcd0aa7e,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382113251.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,L,Pi,0.0,0,0,62,62,0.05,endTrial,False
2,5ef91580ce2f7f58fcd0aa8b,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382272015.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,L,C,1.0,0,0,100,162,0.25,endTrial,False
3,5ef91649ce2f7f58fcd0aaa4,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382473583.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,C,Pi,2.0,0,0,100,262,0.45,endTrial,False
4,5ef9168fce2f7f58fcd0aab1,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382543771.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,Pi,L,3.0,0,1,100,362,0.65,endTrial,False
5,5ef916e2ce2f7f58fcd0aabd,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382626776.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,Pi,C,4.0,0,1,100,462,0.85,endTrial,False
6,5ef9172fce2f7f58fcd0aacb,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382703981.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,C,L,5.0,0,1,100,562,1.05,endTrial,False
7,5ef91781ce2f7f58fcd0aada,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382785271.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,C,Pi,6.0,0,2,100,662,1.25,endTrial,False
8,5ef917ccce2f7f58fcd0aae7,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382860048.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,L,C,7.0,0,2,100,762,1.45,endTrial,False
9,5ef9181cce2f7f58fcd0aaf7,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593382940098.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,L,Pi,8.0,0,2,100,862,1.65,endTrial,False
10,5ef91872ce2f7f58fcd0ab06,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593383026819.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,C,L,9.0,0,3,100,962,1.85,endTrial,False
11,5ef918dbce2f7f58fcd0ab16,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593383131678.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,Pi,L,10.0,0,3,100,1062,2.04,endTrial,False
12,5ef91940ce2f7f58fcd0ab28,pilot2,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,1593383232456.0,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,Pi,C,11.0,0,3,100,1162,2.25,endTrial,False
0,5ef967b9ce2f7f58fcd0ac8e,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403321101.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
1,5ef968a9ce2f7f58fcd0acd1,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403561340.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
2,5ef96914ce2f7f58fcd0acfc,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403668032.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
3,5ef9693ece2f7f58fcd0ad10,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403710892.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
4,5ef96967ce2f7f58fcd0ad27,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403751842.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
5,5ef96990ce2f7f58fcd0ad3d,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403792062.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
6,5ef969afce2f7f58fcd0ad4e,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403823173.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
7,5ef969f3ce2f7f58fcd0ad62,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403891697.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
8,5ef96a24ce2f7f58fcd0ad6b,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593403940767.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
9,5ef96b6ece2f7f58fcd0adac,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404270760.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
10,5ef96ba9ce2f7f58fcd0adb5,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404329405.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
11,5ef96bcfce2f7f58fcd0adbc,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404367323.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
12,5ef96bf8ce2f7f58fcd0adc2,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404408536.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True
13,5ef96c76ce2f7f58fcd0add3,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404534028.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,L,Pi,0.0,0,0,37,37,0.0,endTrial,False
14,5ef96cb8ce2f7f58fcd0adec,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404600629.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,C,Pi,1.0,0,0,25,62,0.0,endTrial,False
15,5ef96cf7ce2f7f58fcd0ae00,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404663929.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,L,C,2.0,0,0,12,74,0.0,endTrial,False
16,5ef96d37ce2f7f58fcd0ae12,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404727150.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,C,L,3.0,0,1,37,111,0.0,endTrial,False
17,5ef96d74ce2f7f58fcd0ae25,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404788612.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,Pi,C,4.0,0,1,12,123,0.0,endTrial,False
18,5ef96d9ece2f7f58fcd0ae39,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404830011.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,Pi,L,5.0,0,1,18,141,0.0,endTrial,False
19,5ef96dc3ce2f7f58fcd0ae47,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404867814.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,C,Pi,6.0,0,2,12,153,0.0,endTrial,False
20,5ef96defce2f7f58fcd0ae5a,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404911073.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,L,C,7.0,0,2,25,178,0.0,endTrial,False
21,5ef96e11ce2f7f58fcd0ae6c,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404945120.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,L,Pi,8.0,0,2,25,203,0.0,endTrial,False
22,5ef96e37ce2f7f58fcd0ae79,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593404983363.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,Pi,C,9.0,0,3,18,221,0.0,endTrial,False
23,5ef96e5ace2f7f58fcd0ae8c,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593405018933.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,C,L,10.0,0,3,31,252,0.0,endTrial,False
24,5ef96e82ce2f7f58fcd0ae9b,pilot2,8548-343a533f-0369-4b20-bbd4-a00f25359cea,1593405058042.0,3HMIGG0U4P6RMNTMBQC9FBCBYA68Y9,Pi,L,11.0,0,3,12,264,0.0,endTrial,False
0,5efa3c87ce2f7f58fcd0b28c,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593457799036.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
1,5efa3ccece2f7f58fcd0b290,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593457870051.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
2,5efa3d6dce2f7f58fcd0b294,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593458029717.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
3,5efa3ddcce2f7f58fcd0b298,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593458140785.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
4,5efa3e48ce2f7f58fcd0b29c,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593458248243.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True
5,5efa4030ce2f7f58fcd0b2ac,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593458736197.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,L,C,0.0,0,0,62,62,0.05,endTrial,False
6,5efa41c5ce2f7f58fcd0b2be,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593459141110.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,L,Pi,1.0,0,0,87,149,0.15,endTrial,False
7,5efa4321ce2f7f58fcd0b2ce,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593459489459.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,C,Pi,2.0,0,0,81,230,0.25,endTrial,False
8,5efa4453ce2f7f58fcd0b2df,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593459795656.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,C,L,3.0,0,1,100,330,0.45,endTrial,False
9,5efa4579ce2f7f58fcd0b2f1,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460089664.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,Pi,C,4.0,0,1,75,405,0.5,endTrial,False
10,5efa4627ce2f7f58fcd0b300,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460263112.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,Pi,L,5.0,0,1,93,498,0.6,endTrial,False
11,5efa46bfce2f7f58fcd0b30d,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460415750.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,C,Pi,6.0,0,2,100,598,0.8,endTrial,False
12,5efa46f2ce2f7f58fcd0b317,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460466982.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,L,Pi,7.0,0,2,43,641,0.8,endTrial,False
13,5efa4718ce2f7f58fcd0b321,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460504365.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,L,C,8.0,0,2,31,672,0.8,endTrial,False
14,5efa474ace2f7f58fcd0b32b,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460554819.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,C,L,9.0,0,3,37,709,0.8,endTrial,False
15,5efa477ece2f7f58fcd0b335,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460606529.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,Pi,C,10.0,0,3,37,746,0.8,endTrial,False
16,5efa47b3ce2f7f58fcd0b33f,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460659864.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,Pi,L,11.0,0,3,43,789,0.8,endTrial,False
